	Name	main_news	tagged_news
215	MSFT	Creating the Tech Retail Experience: Electronics retailers like Verizon and AT&T have gone to great lengths to overhaul their retail efforts as the heavyweights behind many popular devices — like Microsoft and Google — have moved to open retail stores of their own.	Creating Experiences to Sell Gadgets: Many consumer electronic companies are taking Apple’s cue in establishing their own retail stores that serve as emporiums of cool.
216	MSFT	Ex-Microsoft Executive to Take Over Health Site Repairs: President Obama has chosen Kurt DelBene to replace Jeffrey D. Zients as the fix-it manager for HealthCare.gov.	Dinosaurs and Statistics: A new paper highlights possible statistical problems in a series of papers on dinosaur growth rates.
220	MSFT	"William Morris Endeavor Hires Former Microsoft Finance Chief: Peter Klein, who served as Microsoft’s chief financial officer until June, will be finance chief of both William Morris and IMG Worldwide when the $2.4 billion takeover of that agency is completed."	"Empty Shelves Signal Revival in Game Consoles: Those sales bolster the view that the console business is turning into a two-horse race, with Nintendo a distant third."
229	MSFT	Drawing Conclusions From Sony’s Early Lead in the Console Race: Sony’s new videogame console outsold Microsoft’s by a healthy margin last year. But why?	A Makeover for Maps: Some graphic designers are trying to improve presentation of information using video and color rather than simple bar charts and graphs.
230	MSFT	"Ford Chief Out of Running to Lead Microsoft: Comments by Alan Mulally, the chief of Ford, are the most definitive sign yet that he is out of the running for the Microsoft job, though the prospects of such a change had dimmed in recent weeks."	"China Cracks Open the Door for Video Game Consoles, but Doubts Abound: While console systems remain popular in Western markets, the vast majority of Chinese players use computers and mobile phones or other handheld devices."
236	MSFT	"A Sensor Guided by Voice or Gestures: Microsoft wants the Xbox One to be the center of a home’s entertainment universe, providing Skype video calls and playing television shows, music and more."	
239	MSFT	"Dabbling in Microsoft Is Enough for Gates: Bill Gates, the chairman and former chief executive of Microsoft, is said to be willing to adjust his role at the company based on the new chief executive’s wishes."	"On Davos Panel, Calls to Curb Government Data Collection: The intersection of technology and privacy issues presents a unique challenge for businesses as governments increasingly seek to collect vast amounts of data on the public, a group of business and political leaders said on Wednesday at the World E..."
240	MSFT	"Nokia Struggles to Project a Bright Future Without Phones: The firm, which is selling its handset business to Microsoft, announced a fourth-quarter loss of $34 million, adjusted to exclude its phone unit."	
241	MSFT	"Daily Report: Microsoft’s Earnings Indicate a Shift to Devices and Services: The company said its second-quarter profit rose 3 percent, ahead of analysts’ forecasts, with strong sales of its Xbox consoles and Surface tablets."	"U.N. Leader Says Banks Should Finance More Sustainable Businesses: At the World Economic Forum, Ban Ki-moon, the United Nations secretary general, said he wanted banks and other financial companies to focus their lending in the future on the development of sustainable energy sources and businesses with low carbon..."
243	MSFT	"Did Big Internet Companies Handicap Start-Ups in FISA Rule Changes?: A small but significant caveat, in a new agreement brokered between the Obama administration and Google, Facebook, Yahoo and Microsoft could cast a long shadow over America’s technology start-ups."	"Daily Report: U.S. Eases Some Rules on Data Disclosure: The Obama administration will allow Internet companies to talk more specifically about when they are forced to turn over customer data to government agents, the Justice Department said Monday."
246	MSFT	"Microsoft Said to Be Close to Naming a New Chief: Satya Nadella, a 22-year Microsoft employee, has been in charge of its cloud computing business; a change in Bill Gates’s role is also under discussion."	
247	MSFT	"Tech Companies Offer Update on Government Data Requests: Facebook, Google, Microsoft, LinkedIn, Yahoo and Apple have released information pertaining to the number of government data requests the companies receive for people who use these services."	
248	MSFT	Foursquare Checks In With Microsoft and Gets $15 Million to Revitalize Itself: The money will be used to incorporate Foursquare recommendations into Microsoft’s local and search products over the next four years.	
249	MSFT	"Cyberabad’s Swagger Returns as Native Son Takes Top Spot at Microsoft: Hyderabad’s joy in Satya Nadella’s ascent stems from the misfortunes the Indian tech hub has suffered over the past several years, the author says."	
250	MSFT	"Daily Report: After Years in Philanthropy, a Different Gates Returns to Microsoft: Many wonder how Bill Gates, a luminary of the tech world, will choose to position Microsoft going forward."	
252	MSFT	"Microsoft Loses a Number to Try to Gain a Future: Microsoft is releasing a new version of its Excel software that draws from search, spreadsheets and cloud computing. It could be a guide to where the company is going under its new chief executive."	
254	MSFT	"Two Game Consoles Battle for a Dubious Prize: With games readily available for smartphones and tablets, the question of which is better — Microsoft’s XBox or Sony’s PS4 — may be moot."	
256	MSFT	"Microsoft’s Stakes in the Battle for Handsets: Trying to ensure the survival of Windows in a mobile universe, Microsoft enters a complex struggle, while Google abandons a money-losing handset unit."	
259	MSFT	"Satya Nadella, Chief of Microsoft, on His New Role: In his first interview since taking over as chief executive of Microsoft, Satya Nadella talks about leadership, the future and Bill Gates."	
261	MSFT	Nokia Taps Android for New Low-Cost Phone: The move to use the Android operating system of Google — a main rival of both Nokia and Microsoft — will offer users far more applications than they can access with phones running on Microsoft’s Windows Phone operating system.	
262	MSFT	Ford to Drop Microsoft From Car Systems: Ford has made plans to use software from BlackBerry to power its in-car entertainment and communications systems.	
266	MSFT	"Ex-Clinton Aide Is Named Microsoft’s Chief Strategy Officer: Mark Penn, who was once a political operative and has handled the company’s advertising, will become its chief strategy officer; two other executives will depart the company."	Bypassing a Credit Card Requirement for Apps: Downloading free apps or other content from Apple’s stores doesn’t require having a credit card on file.
267	MSFT	"Steven Ballmer Reflects on Missteps and Ponders the Future of Microsoft: Speaking to students at the University of Oxford, the former Microsoft chief executive tempered his usual theatrics with a discussion of what Microsoft did right and wrong during his tenure."	
268	MSFT	"Behind Closed Doors, Microsoft’s Board Reportedly Battled Chief Over Nokia Deal: In its latest issue, Bloomberg Businessweek reports that Steven A. Ballmer, then Microsoft’s chief executive, chafed when fellow directors questioned the wisdom of buying any part of Nokia’s hardware operations."	
271	MSFT	"China Warns of Risks in Plan to Retire Windows XP: Beijing argues that Microsoft is threatening both security and antipiracy efforts by asking users to upgrade from the Windows XP operating system, still used by nearly half the computers in China."	"EBay Rejects Icahn’s Nominees for Its Board: EBay said that it had rejected Carl C. Icahn’s two nominees for its board and instead chose to renominate every director up for re-election this year. Separately, Mr. Icahn published another criticism of the company’s chief executive."
274	MSFT	"A Theory Behind Surge in Xbox One Sales: In sales figures for February released Thursday afternoon by NPD, the retail tracking firm, Microsoft’s Xbox One nearly matched the U.S. sales of the PlayStation 4. That was a sharp narrowing of the lead Sony had in monthly sales, leading to specu..."	
277	MSFT	Oracle misses: Summary: Stocks rally as Russia’s Vladimir Putin says he won’t go beyond Crimea; Oracle struggles to catch up to the cloud; Microsoft hits July 2000 high on speculation Office is headed to the iPad.	
280	MSFT	"Complaint Against Kibkalo: Alex A. Kibkalo has been accused of handing over trade secrets, including prerelease software updates for Windows 8 RT, to an industry blogger while he was employed by Microsoft."	Daily Report: Fallout From Snowden Hurts Tech Company Bottom Lines: It is impossible to see the full economic ramifications of the spying revelations by Edward J. Snowden but the pieces are beginning to add up as businesses question the trustworthiness of American technology products.
281	MSFT	Nokia Handset Sale to Microsoft Delayed: The American technology giant said on Monday that its $7.5 billion takeover of Nokia’s handset business would now close in April. The deal had been expected to be completed by the end of March.	"Deadline in G.M. Inquiry; Game Maker’s I.P.O. Price: General Motors and the National Highway Traffic Safety Administration must deliver documents to a House committee; and King Digital Entertainment, the creator of Candy Crush Saga, plans to price its initial public offering."
284	MSFT	"Microsoft to Offer Office for iPad, Maybe a Bit Late : Owners of Apple’s tablet will be able to use Word, Excel, PowerPoint and other popular productivity tools — but they still may not want to."	
285	MSFT	"Microsoft to Stop Inspecting Private Emails in Investigations: Microsoft will instead hand over investigations of stolen property to law enforcement agencies, the company’s general counsel said. The change came a week after Microsoft faced an uproar over the methods it used in 2012 to investigate the suspecte..."	Battle of the Dash: Tech Companies Try to Get Their Apps in a Row: A dashboard donnybrook has erupted among tech companies vying to clean up the clutter of controls in the next generation of connected cars.
288	MSFT	"Parsing Microsoft’s Decision to Cut Windows Fees: Microsoft said it would no longer charge a fee to hardware makers that want to put Windows on devices with screens that are smaller than nine inches, for which it was estimated to be getting around $15 each in licensing revenue."	
290	MSFT	"Microsoft Office for the iPad: It’s Delightfully Familiar: If you love Microsoft Office on your desktop, you’ll love the company’s new iPad version. If you hate Office, you’ll have one more place it."	"Audio Editing in iMovie: Plus, how to back up Windows Phone."
294	MSFT	"Microsoft Touts Data Protection Approval in Europe; Eager for New Customers: Microsoft’s top lawyer said the company’s cloud computing services had met Europe’s stringent data protection rules, and he used the news as a way to woo potential new customers."	
300	MSFT	"Times Minute | Tech Earnings Preview: Apple, Microsoft and Amazon will issue quarterly reports this week. Also on the Minute, the effect of California’s water crisis and celebrating 100 years of Wrigley Field."	
302	MSFT	"Siri and Google Now, Meet Cortana: Molly Wood tests out mobile virtual assistants, including Microsoft’s Cortana, to see if Siri has met her match."	
303	MSFT	"Microsoft’s Profit Dips Less Than Expected as It Reshapes Itself: The attention of investors seems to be less on the solid financial results and more on a series of bold bets to reshape the company, including the acquisition of Nokia."	"Digital Mapping May Be Nokia’s Hidden Jewel: Though a laggard in smartphone location apps, Nokia’s Here mapping system is a leader in car navigation and might be a tantalizing takeover target."
305	MSFT	"Security Flaw Hits Microsoft Browser: Although the security flaw affects various versions of Internet Explorer browsers, the problem is especially troubling for the millions of people still using Windows XP."	
307	MSFT	"Xbox One to Go on Sale in China in September: Microsoft says its latest game console, Xbox One, will go on sale in China in September, after a long ban on such products in the country."	
308	MSFT	"Attackers Use Microsoft Security Hole Against Energy, Defense, Finance Targets: Microsoft raced to issue a fix Thursday to a vulnerability in its Internet Explorer browser, which security researchers believe was being exploited by nation-state sponsored attack groups."	
316	MSFT	"To Compete With PlayStation on Price, Microsoft Offers Xbox Without Kinect Motion Sensor: In an effort to increase sales of the Xbox One, Microsoft said it would sell an entry-level version without the Kinect sensor for $399, the same price as a Sony PlayStation 4."	
321	MSFT	"Microsoft Enlarges Surface’s Screen So It Can Be Used for Work, Too: The company is marketing its Surface Pro 3 tablet, which will have a 12-inch screen, as the combination of a laptop computer and a tablet so people can use it for tasks as well as entertainment."	
322	MSFT	"Daily Report: Microsoft Expands Its Tablet’s Screen, With Work in Mind: The company is marketing its Surface Pro 3, which will have a 12-inch screen, as the combination of a laptop computer and a tablet."	California Urges Websites to Disclose Online Tracking: The state’s attorney general is publishing guidelines meant to help companies comply with a new privacy law that went into effect Jan. 1.
334	MSFT	"At E3 Gaming Convention, Microsoft Shifts Emphasis of Xbox One Console to Games: The company is selling a less expensive console and creating new games to increase sales, which trail those of Sony’s PlayStation 4."	"Video Gaming’s Big Expo, and G.M.’s Shareholder Meeting: E3, the Electronic Entertainment Expo, gets underway in Los Angeles, and G.M. is to hold its shareholders’ meeting less than a week after issuing an internal report on its recall of millions of cars."
336	MSFT	Microsoft Protests Order to Disclose Email Stored Abroad: The objection to hand over email stored in an Irish data center is believed to be the first time a corporation has challenged a domestic search warrant seeking digital information overseas.	"With a Bit of Planning, Keep the Cloud With You Always — Even Offline: The key to using your cloud services without an Internet connection is preparation."
339	MSFT	"Microsoft Unveils Machine Learning for the Masses: Microsoft plans to make predictive data analysis, now an arcane field, a standard part of business. The company says that a product due out in July will simplify what are now expensive, difficult processes."	
340	MSFT	"Microsoft’s Surface Pro 3 Isn’t for Everybody: Users who mainly want a tablet that can sometimes be used a computer may be fine, but if you want to do intensive work, the Surface Pro isn’t the best."	
344	MSFT	"Microsoft Makes Bet Quantum Computing Is Next Breakthrough: A Microsoft-funded venture is aimed at designing computers that can solve problems in fields as diverse as chemistry, material science, artificial intelligence and code-breaking."	
345	MSFT	Daily Report: Microsoft Sees Quantum Computing as Technology’s Next Frontier: The company’s new venture is aimed at designing fast computers that can solve a variety of problems by exploiting the weird physical properties of subatomic particles.	
346	MSFT	"Google, Microsoft and Others Delve Deeper Into Cloud Storage for Businesses: Tech companies are poised to compete in selling services to businesses and gathering information on who does what within them."	
355	MSFT	"Microsoft Taking Steps to Comply With the Right to be Forgotten: The company plans to follow the lead of Google, which responded to a European court’s online privacy ruling in May by creating a form to request removal of links to material that individuals say violates their online privacy."	
356	MSFT	"Cloud Computing Giants Add to Open Source Credentials With Kubernetes: Google has given up its secret sauce in a battle with Amazon Web Services for cloud computing customers. Now Microsoft, IBM and others are helping out. It looks like a strategy to blunt Amazon."	
360	MSFT	"Large Round of Layoffs Expected at Microsoft: Microsoft is planning to announce layoffs that will substantially exceed the largest layoffs in the company’s history, according to several people briefed on the decision."	
361	MSFT	"Daily Report: Microsoft Says It Will Cut Up to 18,000 Jobs: Microsoft announced on Thursday that it would eliminate up to 18,000 jobs over the next year as part of a major restructuring."	
363	MSFT	"Microsoft’s Top Lawyer Is the Tech World’s Envoy: Bradford L. Smith, general counsel at the tech company, uses the skills he learned as a Washington lawyer to advocate change in government policies that affect the industry."	
364	MSFT	"Microsoft’s Profits Slide on Mobile, but Its Cloud Flourishes: Revenue at Microsoft was slightly higher than analysts expected, but earnings were 5 cents a share lower."	
368	MSFT	"With Microsoft in Sights, China Starts to Squeeze U.S. Tech Companies: An agency that enforces antimonopoly laws visited company offices in four cities, as the country more closely scrutinizes multinational companies."	Adapting Old Laws to New Technologies: Congress needs to clarify how and when the government can obtain private messages and documents stored abroad.
370	MSFT	"China Investigating Microsoft for ‘Monopolistic Behavior’: An announcement by the state antimonopoly agency confirmed that Microsoft was under scrutiny, and said that officials had conducted surprise visits to company offices across China."	
371	MSFT	"China Harasses U.S. Tech Companies: Nobody quite knows why, but Beijing has launched apparent antitrust investigations against Microsoft and others."	
372	MSFT	Microsoft Sues Samsung Over Android Royalty Payments: The lawsuit claimed that Samsung failed to follow the terms of a 2011 patent licensing deal between the two companies.	
373	MSFT	China Tells Microsoft Not to Interfere With Inquiry: A government agency investigating complaints against the company issued a statement “officially warning” the firm to obey Chinese law.	
384	MSFT	"Steve Ballmer Quits Microsoft Board, Citing His Outside Duties: The tech company’s former chief executive said new responsibilities, including ownership of the Los Angeles Clippers, have made him too busy to serve."	
385	MSFT	"Daily Report: Steve Ballmer Resigns From Board of Microsoft: The tech company’s former chief executive said new responsibilities, including ownership of the Los Angeles Clippers, have made him too busy to serve."	
395	MSFT	Opposition Grows in Europe to Google Antitrust Proposal: Microsoft and two trade groups for German publishers said the plan to reduce Google’s dominance of the search market was inadequate.	
399	MSFT	Minecraft Is Expected to Be Acquired by Microsoft: Acquiring the game would give Microsoft control of an online world that has defied many modern conventions to become a blockbuster success.	Intel Shares More of Its Extreme Makeover: Apple wasn’t the only big tech outfit with something to talk about on Tuesday. Intel met with developers to discuss how it is changing from a chip-centric company to one with a variety of products and services.
400	MSFT	"Microsoft Sees More Than Fun in a Game Like Minecraft: Microsoft’s acquisition of Minecraft would be an acknowledgment that gaming is central to many people’s lives, serving as an engaging mode of entertainment or merely a time killer."	
402	MSFT	"Microsoft Says It Will Pay $2.5 Billion for Company That Created Minecraft: Adding the world-building computer game could help bolster Microsoft’s Windows series of devices, including phones and tablets."	
407	MSFT	"Hurd: Oracle Takes On Microsoft in the Cloud: The opening keynote at Oracle’s annual conference will be about its“unique opportunity to be the leader of the next generation of cloud,” according to Mark Hurd, the new co-chief."	
408	MSFT	"With Talko App, Ray Ozzie Creates a Permanent Voice: Ray Ozzie, onetime chief software architect at Microsoft, has a way to make phone conversations as permanent and searchable as other Internet communication."	
412	MSFT	"Microsoft Begins a Push Into the Polling World: The company, having done polls through video games in 2012, plans to have its automated digital assistant survey people through their mobile phones."	
413	MSFT	"Microsoft Windows 10 Displays a Familiar Look: Microsoft believes the next version of its operating system is such a big change that it is calling the software Windows 10, skipping the more logical product name, Windows 9."	"Questions About Clippers Remain After Sale to Steve Ballmer: As the Clippers prepare for their first season since Ballmer bought the team, the Donald Sterling scandal is behind them, but they still need to prove they can make a title run."
418	MSFT	Microsoft and Other Firms Pledge to Protect Student Data: The participating companies are publicly committing themselves not to sell information on kindergartners through 12th graders.	
420	MSFT	"Microsoft’s Nadella Sets Off a Furor on Women’s Pay: Satya Nadella, the chief executive of Microsoft, implied during a speech on Thursday that women should not ask for pay raises, a statement that quickly put him in the hot seat."	"Decline in PC Sales Starts to Slow; Largest Makers See Growth: Analysts say that the PC business is shrinking less slowly than in the last couple of years. It may even be poised for a period of moderate growth, at least for the large companies. Smaller ones may be in trouble."
421	MSFT	Why Microsoft’s Nadella Is Wrong About Women and Raises: One reason women are paid less than men is that they are less likely to negotiate for raises or promotions.	
423	MSFT	"Daily Report: Russian Hackers Exploit Flaw in Microsoft Windows to Spy on Governments: Russian hackers used a bug in Microsoft Windows to spy on several Western governments, NATO and the Ukrainian government, according to a computer security firm."	"Hiding History in Firefox: Plus, how to make the move from the iPhoto app in iOS 8."
424	MSFT	"Microsoft Wins a Spot on the N.F.L. Sideline: Surface tablet computers, custom-made for in-game use, demonstrate the evolving relationships between leagues and sponsors."	"Poodle Bug Marks Third Major Security Flaw Discovered This Year: On Tuesday, researchers disclosed details of a security bug that could make web browsing sessions on a public network vulnerable to hackers."
428	MSFT	"For Microsoft, Cloud Business Looks More Promising Than Mobile: Despite being a laggard in cloud computing, Microsoft has established real credibility, and now runs twice as many data centers as Amazon and six times as many as Google."	
429	MSFT	"Coming of Age in Cloud Computing: Cloud computing, particularly in the big rental businesses of Microsoft and Amazon, has been criticized as undependable and tough to manage. A number of recent announcements suggest that some companies are trying to address the issue."	
430	MSFT	"Microsoft Offers Tantalizing Signs of Progress: The software company’s acquisition of Nokia helped it beat estimates, but integration costs reduced profit."	
434	MSFT	"Former Washington State Attorney General Appeals to His Former Office: Rob McKenna and his chief deputy, Brian Moran, were almost immediately back in touch with their old office on behalf of such major clients as T-Mobile and Microsoft."	"Google Executive Sets Record for Free Fall: Reporter’s Notebook: John Markoff, who was there when the Google executive Alan Eustace set the world record for a balloon jump, tells the story behind the story."
435	MSFT	Microsoft Jumps Into the Growing Market for Wearable Fitness Technology: Microsoft is joining the companies who see wearables as a way into the wellness business without all the red tape that comes from being a true medical company.	"Sleek, Chic and Agile, the Netbook Comes of Age: Netbook computers, virtually a novelty alternative to notebook PCs only a year ago, are the rising stars of the computer industry."
440	MSFT	"Daily Report: Microsoft Offering Free Mobile Version of Office: The free software for iPads, iPhones and Android tablets will do most of the most essential tasks done with the computer versions of the product, whose applications include Word, Excel and PowerPoint."	
442	MSFT	"Microsoft Hopes This Video Game Collection Wings Its Way to Success: A campaign that rivals the promotion of a major movie is underway for Halo: The Master Chief Collection, a set of four Xbox video games."	"Assessing Space on a Computer’s Hard Drive: Plus, comparing HDTV with ultrahigh-definition."
447	MSFT	"Microsoft Billionaire Reboots Seattle Movie Temple: What do you do when you are a billionaire and a movie buff? If you are Paul G. Allen, you turn the iconic theater you already own into a state-of-the-art theater."	
448	MSFT	"With New Tablet, Nokia Returns to Devices: The N1, with a 7.9 inch display and run on Google’s Android operating system, will pit the Finnish company against its longtime ally Microsoft."	
456	MSFT	"Microsoft Buys Acompli, an Email Start-Up: Microsoft said it acquired Acompli, a young start-up that makes an email application for iOS and Android mobile devices, for about $200 million."	
457	MSFT	"How to Restore Old Versions of Word Documents: Most Windows and Mac editions of Microsoft Word have a setting that automatically backs up documents. Also, how to export your Gmail contacts."	
459	MSFT	"How the Promise of Microsoft’s Investment in Nook Soured: Two years after Microsoft invested $300 million in the Barnes & Noble e-reading business, the value of the Nook has declined by more than half."	
465	MSFT	Ford Trades Microsoft for BlackBerry in Revamping In-Car System : The new system is meant to streamline the complex web of menus and replace it with a more intuitive one akin to a smartphone.	
466	MSFT	"Tech and Media Companies Back Microsoft in Privacy Case: A broad array of organizations in technology, media and other fields — including Apple, Amazon, National Public Radio and Fox News — rallied behind Microsoft’s effort to block American authorities from seizing a customer’s emails stored in Ireland..."	
473	MSFT	"Sony Streams ‘The Interview’ on YouTube, Google Play and Xbox: In getting behind “The Interview,” Google and Microsoft joined what had become more a campaign to defend free speech against foreign intimidation than a business initiative."	
474	MSFT	"Sony PlayStation and Microsoft Xbox Live Networks Attacked by Hackers: Over the Christmas holiday, the gaming servers for Microsoft’s Xbox and Sony’s PlayStation 4 were offline, rendering the devices partly unusable."	
479	MSFT	"PlayStation 4 Faces Resurgent Rivals in Xbox One and Wii U: Sales of Microsoft’s Xbox One and Nintendo’s Wii U are improving, eroding what was once a strong lead for Sony’s PlayStation 4."	
489	MSFT	"How Xbox Could Help Microsoft and Windows 10: If Microsoft can deliver on its vision of universal apps that run across different devices, games could be one of the most intriguing tests of its plan."	
490	MSFT	"At Windows 10 Event, Microsoft Jumps Into Augmented Reality With HoloLens Headset: The HoloLens could help renew some of the luster Microsoft has lost in the last decade, when it reacted late to critical new technology trends."	
491	MSFT	"Microsoft HoloLens: A Sensational Vision of the PC’s Future: The device, which looks like ski goggles, superimposes holograms on reality and could have uses in communication, design, games, science and more."	
493	MSFT	"Price Cuts for Crucial Microsoft Products Eroded Holiday-Season Profit : The company said the weak personal computer market hurt its Windows business, as second-quarter net income dropped to $5.86 billion from $6.56 billion a year ago."	
496	MSFT	"Microsoft Brings Outlook to iPhone, Other Mobile Devices: Outlook, Microsoft’s workhorse email application, has finally arrived on mobile devices, including iPhones and iPads."	"Video Feature: Signs That Virtual Reality Is on the Verge of Taking Off: Major technology and media companies are investing heavily in virtual reality, a signal that the experience may soon be ready for mass consumption."
497	MSFT	"Daily Report: How Apple Surpassed Microsoft: With the latest earnings reports from Microsoft and Apple, the once-unthinkable became reality: Apple’s market capitalization hit $683 billion, more than double Microsoft’s $338 billion."	
503	MSFT	"Cómo, y por qué, Apple superó a Microsoft: A algunos inversionistas les preocupa que Apple pueda volverse prisionero de su propio éxito."	"La realidad virtual al borde de despegar: Compañías como Samsung, estudios cinematográficos y empresas de Silicon Valley están compitiendo para crear nuevos tipos de experiencia de vídeo para realidad virtual."
504	MSFT	"Microsoft and Samsung End Legal Dispute: Almost six months after Microsoft sued Samsung, accusing it of violating the terms of a patent licensing agreement, the two companies on Monday said they had settled their feud."	
505	MSFT	"Microsoft Continues Mobile Push With Sunrise Acquisition: The company has acquired Sunrise Atelier, maker of the popular Sunrise calendar app for iOS, Android and Mac. The companies are not disclosing the sale price."	"Importing Images to iPhoto: Tips on how to transfer photographs into iPhoto on your Mac, and advice for connecting to a virtual private network from a mobile device."
507	MSFT	"Deleting Files From Microsoft’s OneDrive: Tips on how to remove a file or folder from Microsoft’s cloud-storage service, and advice on how to confirm that your computer’s firewall is turned on."	
509	MSFT	"Microsoft Has Suddenly Gotten Serious With Mobile: There’s a new strategy afoot at the company, which has brought apps and services to the Apple and Android devices people actually use, rather than ones that run Windows."	
510	MSFT	"Daily Report: Microsoft Zeroes In on Mobile: There’s a new strategy afoot at the company, which has brought apps and services to the Apple and Android devices people actually use, rather than ones that run Windows."	
512	MSFT	"Con nuevas aplicaciones como Outlook, Microsoft se enseria con la tecnología móvil: Microsoft ha estado ocupando cada vez más espacio en mi iPhone con versiones móviles de sus aplicaciones Office, así como OneDrive, su nuevo servicio de almacenamiento en la nube."	
513	MSFT	"Filing Away Gmail Messages: Tips on how to archive Gmail messages to tidy up your inbox, and solutions for when your laptop battery begins to fade."	
519	MSFT	"In Chase of Apple, Smartphone Makers Shift Strategies: With its vast share of the industry’s profits, Apple was the target at the Mobile World Congress, where Samsung and Microsoft are trying to position their products as business tools."	"Researchers Report Milestone in Developing Quantum Computer: A team of University of California, Santa Barbara, and Google scientists reported that they had created an error-correction system that stabilizes qubits, the unstable basic element of quantum computing."
529	MSFT	"Microsoft Backs Further Away From Selling Software: Microsoft’s move to make Windows 10 upgrades free in China echoes a shift at the company and the software industry’s around the world. The days of charging customers for an operating system are slowly coming to an end, piece by piece."	
532	MSFT	"Microsoft Partners With Android Makers in Its Latest Mobile Push: Microsoft is serious about making its most lucrative business, Office, relevant for mobile users. What is less clear is how much money it will be able to make from them."	
535	MSFT	"From Microsoft, a Novel Way to Mandate Sick Leave: The company announced that many of its 2,000 contractors and vendors would have to give employees 15 paid days off for sick leave and vacation time."	
544	MSFT	"Amazon to Sell Predictions in Cloud Race Against Google and Microsoft: Amazon Web Services, the world’s biggest cloud company, is now selling cheap data analysis and prediction. It’s likely to get baked into all kinds of applications, bringing pain to the old guard."	
548	MSFT	"Microsoft, Once an Antitrust Target, Is Now Google’s Regulatory Scold   : The European Union is accusing Google of abusing its dominance, and Microsoft has links with the three initial complainants that sparked the antitrust investigation."	"Google Joins Its U.S. Peers Under Europe’s Scrutiny: American technology companies are no strangers to antitrust challenges by European regulators, but the cost has tended to be measured in money and time, not business practices."
549	MSFT	"With Eye on Mobile, Yahoo Revises Its Search Partnership With Microsoft: Under the new agreement, Yahoo will be allowed to deliver its own search results and ads for up to half the searches made by visitors to its sites and apps."	"Daily Report: Joining American Peers, Google Gets Caught in Europe’s Cross Hairs: American technology companies are no strangers to antitrust challenges by European regulators, but the cost has tended to be measured in money and time, not business practices."
553	MSFT	"Working With Old Office Files on a New Mac OS: Even with an upgrade, there are several ways to work with Microsoft Office files. Also, backing up data on an Amazon Fire tablet."	
554	MSFT	"Microsoft Profits Slip Less Than Projected, With Revenue Up 6%: No one was expecting big things from Microsoft in its most recent quarter, but its results ended up being far less grim than the worst case scenarios predicted for the company."	Remotely Controlling the DVR: Tips for Time Warner Cable customers who want to use their iPhones to manage DVR recordings.
558	MSFT	Microsoft Takes Steps to Close Its App Gap on Mobile Devices: Microsoft has steadily lost influence in the technology industry as software developers gravitated to mobile technologies like Google’s Android and Apple’s iOS.	
559	MSFT	"Microsoft (Yes, Microsoft) Has a Far-Out Vision : The reshaped Microsoft that Satya Nadella, the new chief executive, envisions has fewer internal fiefs and is more willing to favor big bets on new technologies over protecting legacy cash cows."	Morning Agenda: Salesforce Said to be Preparing for Takeover Offers: Salesforce Said to be Preparing for Takeover Offers | Goldman Sachs Backs Bitcoin Company | Programmer’s Trial Resumes After 2 Jurors Removed | Secret Shutting Down
563	MSFT	"Would Salesforce Make Sense for Microsoft?: Buying the cloud-based customer-service software could make businesses less likely to ditch Office. It might, however, cost Microsoft some $60 billion."	
580	MSFT	"Microsoft Sets Date for Windows 10: Microsoft has finally said when Windows 10, one of its biggest products in years, will be available: July 29."	
582	MSFT	"Changing the Look of Excel: Microsoft Excel provides for changes in the typeface, point size and other characteristics of files that a user creates."	
587	MSFT	"Daily Report: Microsoft’s Surface Touch Screen Is Rare Bright Spot for U.S. Manufacturing: The Surface Hub, which costs up to $20,000, will be made in Wilsonville, Ore., joining a small group of tech products that are made in America."	"Shop Locally, Download Globally: Some independent booksellers gain a portion of e-book sales through partnerships with bigger e-bookstores like Kobo and Amazon Source."
590	MSFT	"Xbox One to Get ‘Backward Compatibility,’ Microsoft Says at E3: Executives said that people who own the Xbox One will be able to play many games originally created for the previous console, the Xbox 360."	
591	MSFT	"Google Is Its Own Secret Weapon in the Cloud: Google is becoming more public about its data centers, talking about its network and how much fiber it owns. The idea is to show off assets that Amazon, Microsoft and IBM cannot match in the competition for cloud customers."	
592	MSFT	How to Get Windows 10: Microsoft is allowing those currently running Windows 7 or 8.1 to “reserve” a copy of its newest operating system more than a month before it’s released.	
593	MSFT	"University of Washington and Chinese University Unite to Form Technology Institute : With $40 million from Microsoft, the Global Innovation Exchange will open in fall 2016, and offer a master’s degree in technology innovation."	
600	MSFT	Uber to Acquire Mapping Technology and Know-How From Microsoft: The ride-hailing company further bolsters its mapping technology and engineering bench.	
601	MSFT	"Daily Report: AOL to Take Over Display Advertising for Microsoft: When the deal for Verizon to buy AOL was announced last month, executives from both companies said AOL was an appealing acquisition because of its advertising technology. On Monday, AOL showed some of that value in announcing a deal with Microsoft"	
606	MSFT	Microsoft’s Write-Down on Nokia Adds to String of Merger Missteps: Microsoft’s attempts to move beyond its core strength in business software through acquisitions has cost it about $14 billion in write-downs over the last three years.	"Free and Cheap Photoshop Alternatives for Windows: Adobe Revel is one alternative to Adobe Photoshop Starter Album for Windows, which was discontinued in 2009."
609	MSFT	Microsoft Strikes New Tone for Windows 10 Release: It’s clear the introduction of Windows 10 is going to be more low key than it was for Windows 95.	
